100 1000
     1	7000.0 627041.0
     2	7000.0 898636.0
     3	7000.0 832139.0
     4	7000.0 562322.0
     5	7000.0 828106.0
     6	7000.0 763634.0
     7	7000.0 572864.0
     8	7000.0 707992.0
     9	7000.0 855928.0
    10	7000.0 646279.0
    11	7000.0 867793.0
    12	7000.0 563152.0
    13	7000.0 567855.0
    14	7000.0 637481.0
    15	7000.0 734775.0
    16	7000.0 746804.0
    17	7000.0 792271.0
    18	7000.0 779890.0
    19	7000.0 750467.0
    20	7000.0 827549.0
    21	7000.0 761326.0
    22	7000.0 610945.0
    23	7000.0 588964.0
    24	7000.0 654736.0
    25	7000.0 870827.0
    26	7000.0 893012.0
    27	7000.0 738828.0
    28	7000.0 848277.0
    29	7000.0 807252.0
    30	7000.0 757697.0
    31	7000.0 668906.0
    32	7000.0 771280.0
    33	7000.0 876675.0
    34	7000.0 753898.0
    35	7000.0 886720.0
    36	7000.0 869429.0
    37	7000.0 568447.0
    38	7000.0 641454.0
    39	7000.0 844624.0
    40	7000.0 841235.0
    41	7000.0 731785.0
    42	7000.0 701181.0
    43	7000.0 585693.0
    44	7000.0 783284.0
    45	7000.0 838206.0
    46	7000.0 616954.0
    47	7000.0 777306.0
    48	7000.0 696881.0
    49	7000.0 912433.0
    50	7000.0 713827.0
    51	7000.0 728010.0
    52	7000.0 595780.0
    53	7000.0 726085.0
    54	7000.0 863190.0
    55	7000.0 844689.0
    56	7000.0 590662.0
    57	7000.0 649072.0
    58	7000.0 913109.0
    59	7000.0 576775.0
    60	7000.0 558666.0
    61	7000.0 787805.0
    62	7000.0 764145.0
    63	7000.0 767354.0
    64	7000.0 916003.0
    65	7000.0 742895.0
    66	7000.0 777805.0
    67	7000.0 781917.0
    68	7000.0 912976.0
    69	7000.0 595434.0
    70	7000.0 611891.0
    71	7000.0 759940.0
    72	7000.0 585429.0
    73	7000.0 799030.0
    74	7000.0 750056.0
    75	7000.0 746504.0
    76	7000.0 605395.0
    77	7000.0 710041.0
    78	7000.0 869748.0
    79	7000.0 709814.0
    80	7000.0 705589.0
    81	7000.0 635833.0
    82	7000.0 673797.0
    83	7000.0 742099.0
    84	7000.0 861437.0
    85	7000.0 632371.0
    86	7000.0 835707.0
    87	7000.0 754591.0
    88	7000.0 558703.0
    89	7000.0 704141.0
    90	7000.0 579709.0
    91	7000.0 613414.0
    92	7000.0 854905.0
    93	7000.0 713952.0
    94	7000.0 885683.0
    95	7000.0 884062.0
    96	7000.0 715537.0
    97	7000.0 815589.0
    98	7000.0 736888.0
    99	7000.0 580291.0
   100	7000.0 780756.0
     1	94.0
     2	13.0
     3	72.0
     4	29.0
     5	94.0
     6	55.0
     7	51.0
     8	57.0
     9	2.0
    10	7.0
    11	17.0
    12	66.0
    13	53.0
    14	50.0
    15	41.0
    16	11.0
    17	41.0
    18	48.0
    19	75.0
    20	69.0
    21	12.0
    22	61.0
    23	90.0
    24	79.0
    25	50.0
    26	90.0
    27	82.0
    28	84.0
    29	37.0
    30	69.0
    31	88.0
    32	4.0
    33	27.0
    34	51.0
    35	52.0
    36	51.0
    37	9.0
    38	2.0
    39	26.0
    40	99.0
    41	91.0
    42	67.0
    43	75.0
    44	1.0
    45	17.0
    46	2.0
    47	71.0
    48	93.0
    49	69.0
    50	8.0
    51	36.0
    52	40.0
    53	31.0
    54	80.0
    55	41.0
    56	97.0
    57	25.0
    58	99.0
    59	66.0
    60	2.0
    61	20.0
    62	81.0
    63	53.0
    64	90.0
    65	56.0
    66	96.0
    67	86.0
    68	51.0
    69	18.0
    70	3.0
    71	1.0
    72	2.0
    73	98.0
    74	1.0
    75	97.0
    76	56.0
    77	94.0
    78	98.0
    79	43.0
    80	72.0
    81	66.0
    82	80.0
    83	90.0
    84	44.0
    85	24.0
    86	42.0
    87	79.0
    88	27.0
    89	37.0
    90	92.0
    91	20.0
    92	54.0
    93	84.0
    94	61.0
    95	67.0
    96	69.0
    97	50.0
    98	56.0
    99	91.0
   100	50.0
   101	98.0
   102	94.0
   103	18.0
   104	54.0
   105	62.0
   106	3.0
   107	31.0
   108	76.0
   109	59.0
   110	75.0
   111	33.0
   112	100.0
