100 1000
     1	5000.0 641251.0
     2	5000.0 519835.0
     3	5000.0 648952.0
     4	5000.0 607977.0
     5	5000.0 570822.0
     6	5000.0 417757.0
     7	5000.0 503134.0
     8	5000.0 637135.0
     9	5000.0 430890.0
    10	5000.0 546226.0
    11	5000.0 503147.0
    12	5000.0 503214.0
    13	5000.0 591038.0
    14	5000.0 401110.0
    15	5000.0 584053.0
    16	5000.0 610558.0
    17	5000.0 594447.0
    18	5000.0 507340.0
    19	5000.0 471740.0
    20	5000.0 571762.0
    21	5000.0 658443.0
    22	5000.0 619632.0
    23	5000.0 508026.0
    24	5000.0 460866.0
    25	5000.0 631250.0
    26	5000.0 433042.0
    27	5000.0 461183.0
    28	5000.0 542508.0
    29	5000.0 489368.0
    30	5000.0 500143.0
    31	5000.0 510975.0
    32	5000.0 628884.0
    33	5000.0 511028.0
    34	5000.0 637790.0
    35	5000.0 407996.0
    36	5000.0 494493.0
    37	5000.0 487925.0
    38	5000.0 555772.0
    39	5000.0 570548.0
    40	5000.0 599225.0
    41	5000.0 657973.0
    42	5000.0 435569.0
    43	5000.0 541961.0
    44	5000.0 555037.0
    45	5000.0 607690.0
    46	5000.0 462227.0
    47	5000.0 418168.0
    48	5000.0 412193.0
    49	5000.0 470568.0
    50	5000.0 471818.0
    51	5000.0 597917.0
    52	5000.0 476993.0
    53	5000.0 397560.0
    54	5000.0 547404.0
    55	5000.0 427537.0
    56	5000.0 430093.0
    57	5000.0 613242.0
    58	5000.0 429773.0
    59	5000.0 503443.0
    60	5000.0 631219.0
    61	5000.0 511431.0
    62	5000.0 495446.0
    63	5000.0 565833.0
    64	5000.0 551251.0
    65	5000.0 622856.0
    66	5000.0 421730.0
    67	5000.0 467447.0
    68	5000.0 591191.0
    69	5000.0 457469.0
    70	5000.0 507389.0
    71	5000.0 430671.0
    72	5000.0 578957.0
    73	5000.0 616801.0
    74	5000.0 587524.0
    75	5000.0 641535.0
    76	5000.0 520633.0
    77	5000.0 619446.0
    78	5000.0 524832.0
    79	5000.0 464571.0
    80	5000.0 624589.0
    81	5000.0 542024.0
    82	5000.0 644905.0
    83	5000.0 622185.0
    84	5000.0 649802.0
    85	5000.0 424544.0
    86	5000.0 527431.0
    87	5000.0 415427.0
    88	5000.0 607186.0
    89	5000.0 435022.0
    90	5000.0 517158.0
    91	5000.0 448316.0
